Class,Sets,Number of pieces,Bonus text,,,,,,,,Stat Value,Stat name
Runi,Oppressor,4 pieces,"Endure – On Being Hit: 15% chance to reduce attackers Strength, Ballistic Skill and Intelligence by 110 while increasing your Initiative for 10 seconds.",,,,,,,,0,0
Runi,Oppressor,5 pieces,+5% Magic Critical Chance,,,,,,,,5,Magic Critical Chance
Runi,Oppressor,6 pieces,Increasing Impetus – On Attacking Target or Direct Heal Dealt: 5% chance to reduce build times by 25% for 5 seconds.,,,,,,,,0,0
Runi,Overlord,2 pieces,+61 wounds,,,,,,,,61,Wounds
Runi,Rare Fortune,2 pieces,+54 Initiative,,,,,,,,54,Initiative
Runi,Rare Fortune,3 pieces,+59 Willpower,,,,,,,,59,Willpower
Runi,Rare Fortune,4 pieces,Quickening - On Being Hit: 10% chance to reduce build times by half a second for 10 seconds.,,,,,,,,10,0
Runi,Rare Fortune,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
Runi,Redeye,2 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
Runi,Redeye,3 pieces,+59 Willpower,,,,,,,,59,Willpower
Runi,Redeye,4 pieces,+64 Intelligence,,,,,,,,64,Intelligence
Runi,Redeye,5 pieces,Superiority – On Hit: 25% chance to reduce target's Willpower by 88 while increasing your intelligence by 88 for 10 seconds,,,,,,,,0,0
Runi,Redeye,6 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
Runi,Sentinel,2 pieces,+58 Willpower,,,,,,,,58,Willpower
Runi,Sentinel,3 pieces,+64 Wounds,,,,,,,,64,Wounds
Runi,Sentinel,4 pieces,+70 Initiative,,,,,,,,70,Initiative
Runi,Sentinel,5 pieces,Compulsion – On Being Attacked: 10% chance to reduce your cooldowns by 1 second for 10 seconds.,,,,,,,,10,0
Runi,Sentinel,6 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
Runi,Sentinel,7 pieces,Obscuration – Cooldown of Detaunt reduced by 5 seconds.,,,,,,,,5,0
Runi,The Winds,2 pieces,+25 Initiative,,,,,,,,25,Initiative
Runi,The Winds,3 pieces,+210 Armor,,,,,,,,210,Armor
Runi,Vanquisher,2 pieces,+62 Willpower,,,,,,,,62,Willpower
Runi,Vanquisher,3 pieces,+68 Wounds,,,,,,,,68,Wounds
Runi,Vanquisher,4 pieces,Exuberance – On Heal: 10% chacne to recover 35 AP.,,,,,,,,0,0
Runi,Vanquisher,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
Runi,Vanquisher,6 pieces,Increasing Impetus – On Attacking Target or Direct Heal Dealt: 5% chance to reduce build times by 25% for 5 seconds.,,,,,,,,0,0
SH,Annihilator,2 pieces,+53 Strength,,,,,,,,53,Strength
SH,Annihilator,3 pieces,+58 Initiative,,,,,,,,58,Initiative
SH,Annihilator,4 pieces,+1 Path of Suffering Abilities,,,,,,,,1,0
SH,Annihilator,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
SH,Beastlord,2 pieces,No Bonus,,,,,,,,0,0
SH,Beastlord,3 pieces,"+55,0 Weapon Skill",,,,,,,,55,Weapon Skill
SH,Beastlord,4 pieces,+60 Ballistic Skill,,,,,,,,60,Ballistic skill
SH,Beastlord,5 pieces,+5% Reduced chance to be Dodged,,,,,,,,5,Reduced Chance to be Dodged
SH,Beastlord,6 pieces,Marked - On Hit: 25% chance to reduce target's Initiative by 84 while increasing your Ballistic Skill by 84 for 10 seconds.,,,,,,,,0,0
SH,Bloodlord,2 pieces,"+66,0 Wounds",,,,,,,,66,Wounds
SH,Bloodlord,3 pieces,+73 Weapon Skill,,,,,,,,73,Weapon Skill
SH,Bloodlord,4 pieces,Boost II – On Hit: 5% chance to increase critical hit rate by 6% for 9 seconds.,,,,,,,,0,0
SH,Bloodlord,5 pieces,+87 Ballistic Skill,,,,,,,,87,Ballistic skill
SH,Bloodlord,6 pieces,+5% Ranged Critical Chance,,,,,,,,5,Ranged Critical Chance
SH,Bloodlord,7 pieces,Dissolve IX – On Hit: 10% chance to reduce target's armor by 800 for 6 seconds.,,,,,,,,0,0
SH,Conqueror,2 pieces,+57 Ballistic Skill,,,,,,,,57,Ballistic skill
SH,Conqueror,3 pieces,+63 Toughness,,,,,,,,63,Toughness
SH,Conqueror,4 pieces,+69 Weapon Skill,,,,,,,,69,Weapon Skill
SH,Conqueror,5 pieces,Marked - On Hit: 25% chance to reduce target's Initiative by 100 while increasing your Ballistic Skill by 100 for 10 seconds.,,,,,,,,0,0
SH,Conqueror,6 pieces,+5% Ranged Critical Chance,,,,,,,,5,Ranged Critical Chance
SH,Dominator,2 pieces,+57 Toughness,,,,,,,,57,Toughness
SH,Dominator,3 pieces,+63 Ballistic Skill,,,,,,,,63,Ballistic skill
SH,Dominator,4 pieces,+280 Armor,,,,,,,,280,Armor
SH,Dominator,5 pieces,Barrier - On Being Hit: 10% chance to form a protective barrier that will absorb up to 183 damage over 5 seconds.,,,,,,,,0,0
SH,Dominator,6 pieces,+5% Reduction in being Critically Hit,,,,,,,,5,Reduction in being Critically Hit
SH,Genesis Sharpshooter,2 pieces,+37 Ballistic Skill,,,,,,,,37,Ballistic skill
SH,Genesis Sharpshooter,3 pieces,+3% Reduced Chance to be Dodged,,,,,,,,3,Reduced Chance to be Dodged
SH,Genesis Sharpshooter,4 pieces,+37 Weapon Skill,,,,,,,,37,Weapon Skill
SH,Genesis Sharpshooter,5 pieces,+3% Ranged Critical Chance,,,,,,,,3,Ranged Critical Chance
SH,Imperator,2 pieces,+61 Initiative,,,,,,,,61,Initiative
SH,Invader,2 pieces,"+66,0 Ballistic Skill",,,,,,,,66,Ballistic skill
SH,Invader,3 pieces,+73 Wounds,,,,,,,,73,Wounds
SH,Invader,4 pieces,+80 Weapon Skill,,,,,,,,80,Weapon Skill
SH,Invader,5 pieces,+10 Range,,,,,,,,10,Range
SH,Invader,6 pieces,Precision - On Critical Hit: 10% chance to increase Dodge Strikethrough and Disrupt Strikethrough by 20% on next ability casted.,,,,,,,,0,0
SH,Invader,7 pieces,Speedy Plinkin' - Increases the critical hit rate of all Path Of Quick Shootin' abilities by 10%.,,,,,,,,10,0
SH,Mercenary,2 pieces,+53 Ballistic Skill,,,,,,,,53,Ballistic skill
SH,Mercenary,3 pieces,+236 Armor,,,,,,,,236,Armor
SH,Mercenary,4 pieces,+1 Path of The Skirmisher Abilities,,,,,,,,1,0
SH,Mercenary,5 pieces,+5% Ranged Critical Chance,,,,,,,,5,Ranged Critical Chance
SH,Onslaught,2 pieces,+58 Wounds,,,,,,,,58,Wounds
SH,Onslaught,3 pieces,+64 Ballistic Skill,,,,,,,,64,Ballistic skill
SH,Onslaught,4 pieces,+4% Reduced chance to be Dodged,,,,,,,,4,Reduced Chance to be Dodged
SH,Onslaught,5 pieces,Corrosion - On Hit: 10% chance to lower target's Armor by 1020 for 10 secnds,,,,,,,,0,0
SH,Oppressor,2 pieces,+62 Ballistic Skill,,,,,,,,62,Ballistic skill
SH,Oppressor,3 pieces,+68 Wounds,,,,,,,,68,Wounds
SH,Oppressor,4 pieces,Barrier - On Being Hit: 10% chance to form a protective barrier that will absorb up to 200 damage over 5 seconds.,,,,,,,,0,0
SH,Oppressor,5 pieces,+5% Reduction in being Critically Hit,,,,,,,,5,Reduction in being Critically Hit
SH,Oppressor,6 pieces,"Subtle Evasion - On being Attacked : 10% chance to increase Parry, Evade and Disrupt by 10% for 10 seconds.",,,,,,,,10,0
SH,Overlord,2 pieces,+61 wounds,,,,,,,,61,Wounds
SH,Rare Fortune,2 pieces,+54 Initiative,,,,,,,,54,Initiative
SH,Rare Fortune,3 pieces,+59 Ballistic Skill,,,,,,,,59,Ballistic skill
SH,Rare Fortune,4 pieces,Surging - On Hit: 10% chance to deal 122 damage to an additional target within 30 feet of the first.,,,,,,,,0,0
SH,Rare Fortune,5 pieces,+5% Reduced Chance to be Dodged,,,,,,,,5,Reduced Chance to be Dodged
SH,Redeye,2 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
SH,Redeye,3 pieces,+59 Ballistic skill,,,,,,,,59,Ballistic skill
SH,Redeye,4 pieces,+264 Armor,,,,,,,,264,Armor
SH,Redeye,5 pieces,+25% Auto Attack Haste,,,,,,,,25,Auto Attack Haste
SH,Redeye,6 pieces,+4% Ranged Critical Chance,,,,,,,,4,Ranged Critical Chance
SH,Sentinel,2 pieces,+58 Ballistic Skill,,,,,,,,58,Ballistic skill
SH,Sentinel,3 pieces,+64 Wounds,,,,,,,,64,Wounds
SH,Sentinel,4 pieces,+70 Initiative,,,,,,,,70,Initiative
SH,Sentinel,5 pieces,Compulsion - On Being Attacked: 10% chance to reduce your cooldowns by 1 second for 10 seconds.,,,,,,,,10,0
SH,Sentinel,6 pieces,+5% Ranged Critical Chance,,,,,,,,5,Ranged Critical Chance
SH,Sentinel,7 pieces,Deeper Distraction - Cooldown of Distracting Shot reduced by 5 seconds.,,,,,,,,5,0
SH,The Winds,2 pieces,+25 Initiative,,,,,,,,25,Initiative
SH,The Winds,3 pieces,+210 Armor,,,,,,,,210,Armor
SH,Vanquisher,2 pieces,+62 Ballistic Skill,,,,,,,,62,Ballistic skill
SH,Vanquisher,3 pieces,+68 Wounds,,,,,,,,68,Wounds
SH,Vanquisher,4 pieces,Clarity - Any Ability : 10% chance to reduce the cost of the next Ability used within 10 seconds to 0 Action Points.,,,,,,,,10,0
SH,Vanquisher,5 pieces,+5% Ranged Critical Chance,,,,,,,,5,Ranged Critical Chance
SH,Vanquisher,6 pieces,+4% Damage,,,,,,,,4,0
Sham,Annihilator,2 pieces,+53 Willpower,,,,,,,,53,Willpower
Sham,Annihilator,3 pieces,+290 Corporeal Resistance,,,,,,,,290,Corporeal Resistance
Sham,Annihilator,4 pieces,+1 Path of Left tree Abilities,,,,,,,,1,0
Sham,Annihilator,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
Sham,Beastlord,3 pieces,+225 Armor,,,,,,,,225,Armor
Sham,Beastlord,4 pieces,+60 Willpower,,,,,,,,60,Willpower
Sham,Beastlord,5 pieces,+5% Reduced chance to be Disrupted,,,,,,,,5,Reduced Chance to be Disrupted
Sham,Beastlord,6 pieces,Caretaker – On Hit: 10% chance to heal defensive target for 235 health.,,,,,,,,0,0
Sham,Bloodlord,2 pieces,"+66,0 Wounds",,,,,,,,66,Wounds
Sham,Bloodlord,3 pieces,+73 Initiative,,,,,,,,73,Initiative
Sham,Bloodlord,4 pieces,Boost II – On Hit: 5% chance to increase critical hit rate by 6% for 9 seconds.,,,,,,,,0,0
Sham,Bloodlord,5 pieces,+87 Intelligence,,,,,,,,87,Intelligence
Sham,Bloodlord,6 pieces,Focused Affliction – On Hit: 10% chance to increase all damage taken by your target by 4% for 10 seconds.,,,,,,,,0,0
Sham,Bloodlord,7 pieces,Surging – On Hit: 10% chance to deal damage to an additional target within 30 feet of the first.,,,,,,,,0,0
Sham,Conqueror,2 pieces,+57 Willpower,,,,,,,,57,Willpower
Sham,Conqueror,3 pieces,+63 Toughness,,,,,,,,63,Toughness
Sham,Conqueror,4 pieces,+69 Wounds,,,,,,,,69,Wounds
Sham,Conqueror,5 pieces,"Reactionary – On Defense: 25% chance to increase Parry, Evade and Disrupt by 10% for 10 seconds.",,,,,,,,0,0
Sham,Conqueror,6 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
Sham,Dominator,2 pieces,+57 Intelligence,,,,,,,,57,Intelligence
Sham,Dominator,3 pieces,+63 Initiative,,,,,,,,63,Initiative
Sham,Dominator,4 pieces,+69 Wounds,,,,,,,,69,Wounds
Sham,Dominator,5 pieces,Domination – On Hit: 25% chance to steal 100 Toughness from your target for 10 seconds.,,,,,,,,0,0
Sham,Dominator,6 pieces,+5% Magic Critical Chance,,,,,,,,5,Magic Critical Chance
Sham,Genesis Curative,2 pieces,+37 Willpower,,,,,,,,37,Willpower
Sham,Genesis Curative,3 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
Sham,Genesis Curative,4 pieces,+3% Reduced Armor Penetration,,,,,,,,3,Reduced Armor Penetration
Sham,Genesis Curative,5 pieces,+3% Healing Critical Chance,,,,,,,,3,Healing Critical Chance
Sham,Genesis Scholar,2 pieces,+37 Intelligence,,,,,,,,37,Intelligence
Sham,Genesis Scholar,3 pieces,+3% Reduced Chance to be Disrupted,,,,,,,,3,Reduced Chance to be Disrupted
Sham,Genesis Scholar,4 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
Sham,Genesis Scholar,5 pieces,+3% Magic Critical Chance,,,,,,,,3,Magic Critical Chance
Sham,Imperator,2 pieces,+61 Initiative,,,,,,,,61,Initiative
Sham,Invader,2 pieces,"+66,0 Willpower",,,,,,,,66,Willpower
Sham,Invader,3 pieces,+73 Wounds,,,,,,,,73,Wounds
Sham,Invader,4 pieces,+80 Toughness,,,,,,,,80,Toughness
Sham,Invader,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
Sham,Invader,6 pieces,"Absolve l - On Direct Heal: 5% chance to remove a Hex, Curse or Ailment from your heal target.",,,,,,,,5,0
Sham,Invader,7 pieces,Much Good Green - All your Path of Mork abilities have 10% chance to increase critical Heal chance by 9% and increase added value from criticals by 12% for 10 seconds.,,,,,,,,0,0
Sham,Mercenary,2 pieces,+53 Intelligence,,,,,,,,53,Intelligence
Sham,Mercenary,3 pieces,+290 Corporeal Resistance,,,,,,,,290,Corporeal Resistance
Sham,Mercenary,4 pieces,+1 Path of Middle tree Abilities,,,,,,,,1,0
Sham,Mercenary,5 pieces,+5% Magic Critical Chance,,,,,,,,5,Magic Critical Chance
Sham,Onslaught,2 pieces,+58 Willpower,,,,,,,,58,Willpower
Sham,Onslaught,3 pieces,+64 Wounds,,,,,,,,64,Wounds
Sham,Onslaught,4 pieces,Vivacious - On Heal: 10% chance to recover 50 AP.,,,,,,,,0,0
Sham,Onslaught,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
Sham,Oppressor,2 pieces,+62 Intelligence,,,,,,,,62,Intelligence
Sham,Oppressor,3 pieces,+68 Wounds,,,,,,,,68,Wounds
Sham,Oppressor,4 pieces,"Endure – On Being Hit: 15% chance to reduce attackers Strenght, Ballistic Skill and Intelligence by 110 while increasing your Initiative by 110 for 10 seconds.",,,,,,,,0,0
Sham,Oppressor,5 pieces,+5% Magic Critical Chance,,,,,,,,5,Magic Critical Chance
Sham,Oppressor,6 pieces,Increasing Impetus – On Attacking Target or Direct Heal Dealt: 5% chance to reduce build times by 25% for 5 seconds.,,,,,,,,0,0
Sham,Overlord,2 pieces,+61 wounds,,,,,,,,61,Wounds
Sham,Rare Fortune,2 pieces,+54 Initiative,,,,,,,,54,Initiative
Sham,Rare Fortune,3 pieces,+59 Willpower,,,,,,,,59,Willpower
Sham,Rare Fortune,4 pieces,Aid X - On Direct Heal: 5% chance for your heal target to regain an additional 351 health over 9 seconds.,,,,,,,,0,0
Sham,Rare Fortune,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
Sham,Redeye,2 pieces,+3% Redcution in being Critically Hit,,,,,,,,3,0
Sham,Redeye,3 pieces,+59 Willpower,,,,,,,,59,Willpower
Sham,Redeye,4 pieces,+64 Intelligence,,,,,,,,64,Intelligence
Sham,Redeye,5 pieces,Quickening – On Being Hit: 10% chance to reduce build times by half a second for 10 seconds.,,,,,,,,10,0
Sham,Redeye,6 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
Sham,Sentinel,2 pieces,+58 Willpower,,,,,,,,58,Willpower
Sham,Sentinel,3 pieces,+64 Wounds,,,,,,,,64,Wounds
Sham,Sentinel,4 pieces,+70 Initiative,,,,,,,,70,Initiative
Sham,Sentinel,5 pieces,Compulsion – On Being Attacked: 10% chance to reduce your cooldown by 1 second for 10 seconds.,,,,,,,,10,0
Sham,Sentinel,6 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
Sham,Sentinel,7 pieces,Woz'nt Me! - Cooldown of Detaunt reduced by 5 seconds.,,,,,,,,5,0
Sham,The Winds,2 pieces,+25 Initiative,,,,,,,,25,Initiative
Sham,The Winds,3 pieces,+210 Armor,,,,,,,,210,Armor
Sham,Vanquisher,2 pieces,+62 Willpower,,,,,,,,62,Willpower
Sham,Vanquisher,3 pieces,+68 Wounds,,,,,,,,68,Wounds
Sham,Vanquisher,4 pieces,Exuberance – On Heal: 10% chance to recover 35 AP.,,,,,,,,0,0
Sham,Vanquisher,5 pieces,+5% Healing Critical Chance,,,,,,,,5,Healing Critical Chance
Sham,Vanquisher,6 pieces,Increasing Impetus – On Attacking Target or Direct Heal Dealt: 5% chance to reduce build times by 25% for 5 seconds.,,,,,,,,0,0
Slayer,Annihilator,2 pieces,+53 Toughness,,,,,,,,53,Toughness
Slayer,Annihilator,3 pieces,+290 Corporeal Resistance,,,,,,,,290,Corporeal Resistance
Slayer,Annihilator,4 pieces,+1 Path of The Skavenslayer Abilities,,,,,,,,1,0
Slayer,Annihilator,5 pieces,+5% Parry,,,,,,,,5,Parry
Slayer,Beastlord,2 pieces,No Bonus,,,,,,,,0,0
Slayer,Beastlord,3 pieces,"+55,0 Weapon Skill",,,,,,,,55,Weapon Skill
Slayer,Beastlord,4 pieces,+60 Strength,,,,,,,,60,Strength
Slayer,Beastlord,5 pieces,+5% Reduced Chance to be Parried,,,,,,,,5,Reduced Chance to be Parried
Slayer,Beastlord,6 pieces,Depleting - On Hit: 10% chance to remove 50 AP from target.,,,,,,,,0,0
Slayer,Bloodlord,2 pieces,"+66,0 Wounds",,,,,,,,66,Wounds
Slayer,Bloodlord,3 pieces,+73 Initiative,,,,,,,,73,Initiative
Slayer,Bloodlord,4 pieces,Boost II – On Hit: 5% chance to increase critical hit rate by 6% for 9 seconds.,,,,,,,,0,0
Slayer,Bloodlord,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
Slayer,Bloodlord,6 pieces,Preservation – On Being Hit: 10% chance to increase Wounds,,,,,,,,10,0
Slayer,Bloodlord,7 pieces,"Overwhelming – On Hit: 25% chance to reduce target's Weapon Skill, while increasing your Strength for 10 seconds.",,,,,,,,0,0
Slayer,Conqueror,2 pieces,+57 Strength,,,,,,,,57,Strength
Slayer,Conqueror,3 pieces,+63 Wounds,,,,,,,,63,Wounds
Slayer,Conqueror,4 pieces,+5% Reduced Chance to be Parried,,,,,,,,5,Reduced Chance to be Parried
Slayer,Conqueror,5 pieces,Domination - On Hit: 25% chance to steal 100 Toughness from your target for 10 seconds.,,,,,,,,0,0
Slayer,Conqueror,6 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
Slayer,Dominator,2 pieces,+57 Strength,,,,,,,,57,Strength
Slayer,Dominator,3 pieces,+63 Wounds,,,,,,,,63,Wounds
Slayer,Dominator,4 pieces,+561 Armor,,,,,,,,561,Armor
Slayer,Dominator,5 pieces,Barrier - On Being Hit: 10% chance to form a protective barrier that will absorb up to 183 damage over 5 seconds.,,,,,,,,0,0
Slayer,Dominator,6 pieces,+5% Reduction in being Critically Hit,,,,,,,,5,Reduction in being Critically Hit
Slayer,Genesis Undying,2 pieces,+37 Wounds,,,,,,,,37,Wounds
Slayer,Genesis Undying,3 pieces,+3% Reduced Armor Penetration,,,,,,,,3,Reduced Armor Penetration
Slayer,Genesis Undying,4 pieces,+37 Toughness,,,,,,,,37,Toughness
Slayer,Genesis Undying,5 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
Slayer,Genesis Warrior,2 pieces,+37 Strength,,,,,,,,37,Strength
Slayer,Genesis Warrior,3 pieces,+3% Reduced Chance to be Parried,,,,,,,,3,Reduced Chance to be Parried
Slayer,Genesis Warrior,4 pieces,+37 Weapon Skill,,,,,,,,37,Weapon Skill
Slayer,Genesis Warrior,5 pieces,+3% Melee Critical Chance,,,,,,,,3,Melee Critical Chance
Slayer,Imperator,2 pieces,+61 Initiative,,,,,,,,61,Initiative
Slayer,Invader,2 pieces,"+66,0 Strength",,,,,,,,66,Strength
Slayer,Invader,3 pieces,+73 Wounds,,,,,,,,73,Wounds
Slayer,Invader,4 pieces,+5% Reduced Chance to be Parried,,,,,,,,5,Reduced Chance to be Parried
Slayer,Invader,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
Slayer,Invader,6 pieces,Red Frenzy - On Critical Hit: 10% chance to increase your auto attack damage by 25% for 5 seconds.,,,,,,,,0,0
Slayer,Invader,7 pieces,"Overwhelm - While you are Berserk, all of your attacks will ignore 20% of your enemies armor.",,,,,,,,20,0
Slayer,Mercenary,2 pieces,+53 Strength,,,,,,,,53,Strength
Slayer,Mercenary,3 pieces,+290 Corporeal Resistance,,,,,,,,290,Corporeal Resistance
Slayer,Mercenary,4 pieces,+1 Path of The Giantslayer Abilities,,,,,,,,1,0
Slayer,Mercenary,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
Slayer,Onslaught,2 pieces,+58 Wounds,,,,,,,,58,Wounds
Slayer,Onslaught,3 pieces,+64 Strength,,,,,,,,64,Strength
Slayer,Onslaught,4 pieces,Preservation - On Being Hit: 10% chance to increase Wounds by 80 for 20 seconds.,,,,,,,,0,0
Slayer,Onslaught,5 pieces,+5% Disrupt,,,,,,,,5,Disrupt
Slayer,Oppressor,2 pieces,+62 Strength,,,,,,,,62,Strength
Slayer,Oppressor,3 pieces,+68 Wounds,,,,,,,,68,Wounds
Slayer,Oppressor,4 pieces,"Endure - On Being Hit: 15% chance to reduce attackers Strength, Balistic Skill and Intelligence by 110, while increasing your Initiative by 110 for 10 seconds.",,,,,,,,0,0
Slayer,Oppressor,5 pieces,+5% Reduction in being Critically Hit,,,,,,,,5,Reduction in being Critically Hit
Slayer,Oppressor,6 pieces,+4% Damage Reduction,,,,,,,,4,0
Slayer,Overlord,2 pieces,+61 wounds,,,,,,,,61,Wounds
Slayer,Rare Fortune,2 pieces,+54 Initiative,,,,,,,,54,Initiative
Slayer,Rare Fortune,3 pieces,+59 Strength,,,,,,,,59,Strength
Slayer,Rare Fortune,4 pieces,Domination - On Hit: 25% chance to steal 88 Toughness from your target for 10 seconds.,,,,,,,,0,0
Slayer,Rare Fortune,5 pieces,+5% Reduced Chance to be Parried,,,,,,,,5,Reduced Chance to be Parried
Slayer,Redeye,2 pieces,+3% Reduction in being Critically Hit,,,,,,,,3,Reduction in being Critically Hit
Slayer,Redeye,3 pieces,+59 Strength,,,,,,,,59,Strength
Slayer,Redeye,4 pieces,+64 Weapon Skill,,,,,,,,64,Weapon Skill
Slayer,Redeye,5 pieces,+25% Auto Attack Haste,,,,,,,,25,Auto Attack Haste
Slayer,Redeye,6 pieces,+74 Wounds,,,,,,,,74,Wounds
Slayer,Sentinel,2 pieces,+58 Strength,,,,,,,,58,Strength
Slayer,Sentinel,3 pieces,+64 Wounds,,,,,,,,64,Wounds
Slayer,Sentinel,4 pieces,+70 Initiative,,,,,,,,70,Initiative
Slayer,Sentinel,5 pieces,Arise - On Attacking Target or Being Hit: 10% chance to resist Stuns an Knockbacks by 33% for 15 seconds.,,,,,,,,0,0
Slayer,Sentinel,6 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
Slayer,Sentinel,7 pieces,Loose Cannon - Cooldown of Break Loose reduced by 20 seconds.,,,,,,,,20,0
Slayer,The Winds,2 pieces,+25 Initiative,,,,,,,,25,Initiative
Slayer,The Winds,3 pieces,+210 Armor,,,,,,,,210,Armor
Slayer,Vanquisher,2 pieces,+62 Strength,,,,,,,,62,Strength
Slayer,Vanquisher,3 pieces,+68 Wounds,,,,,,,,68,Wounds
Slayer,Vanquisher,4 pieces,Vicious Strikes - On Hit: 15% chance to reduce target's Toughness by 110 while increasing your own Weaponskill by 110 for 10 seconds.,,,,,,,,0,0
Slayer,Vanquisher,5 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
Slayer,Vanquisher,6 pieces,+4% Damage,,,,,,,,4,0
SM,Annihilator,4 pieces,+1 Path of Middle tree Abilities,,,,,,,,1,0
SM,Annihilator,5 pieces,+5% Parry,,,,,,,,5,Parry
SM,Beastlord,3 pieces,"+55,0 Weapon Skill",,,,,,,,55,Weapon Skill
SM,Beastlord,4 pieces,+60 Strength,,,,,,,,60,Strength
SM,Beastlord,5 pieces,+5% Disrupt,,,,,,,,5,Disrupt
SM,Beastlord,6 pieces,Erosion - On Hit: 10% chance to lower all of target's Resistances by 160 for 10 seconds.,,,,,,,,0,0
SM,Bloodlord,2 pieces,"+66,0 Wounds",,,,,,,,66,Wounds
SM,Bloodlord,3 pieces,+73 Strength,,,,,,,,73,Strength
SM,Bloodlord,4 pieces,Boost II – On Hit: 5% chance to increase critical hit rate by 6% for 9 seconds.,,,,,,,,0,0
SM,Bloodlord,5 pieces,+5% Parry,,,,,,,,5,Parry
SM,Bloodlord,6 pieces,+5% Melee Critical Chance,,,,,,,,5,Melee Critical Chance
